"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceHealth","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal","mv"
947,"3/29/2023 16:48","en","game",1,"0",0,"1",33,"1","1",1,6,NA,"b","sexy","wealthy","artistic","kind","kind","sexy","moral","sex","moral","moral","sex","sex",2,1,5,3,2,5,3,1,3,2,3,5,3,2,5,3,2,3,3,0,4,8,5,7,5,6,6,6,7,7,8,1,0,2,2,1,3,0,3,2.71428571428571,4.28571428571429,1.57142857142857,2.85714285714286,8.37286360839998
949,"2/6/2023 22:31","en","game",1,"0",0,"1",53,"0","1",1,27,NA,"b","artistic","artistic","artistic","healthy","healthy","kind","pathogen","pathogen","moral","pathogen","moral","moral",3,3,3,3,0,3,3,3,2,1,2,3,3,3,4,4,4,5,4,4,3,7,8,10,9,9,6,7,9,7,9,3,2,1,0,0,3,3,0,3,3.28571428571429,2.71428571428571,3,8.26293806741847
950,"1/24/2023 11:04","pl","AB12",1,"0",1,"1",19,"0","0",0,NA,NA,"a","artistic","healthy","healthy","healthy","wealthy","sexy","moral","pathogen","sex","moral","moral","moral",2,4,4,6,4,2,2,1,2,6,4,4,6,4,4,6,2,1,6,3,2,6,6,7,3,6,6,8,7,6,7,1,3,0,1,1,4,1,1,4.85714285714286,2.71428571428571,3.14285714285714,3.57142857142857,7.9430068946126
954,"2/7/2023 15:17","pl",NA,1,"0",3,"0",21,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","healthy","artistic","artistic","moral","sex","pathogen","moral","moral","moral",5,2,2,5,4,2,1,0,2,6,3,4,5,0,4,5,5,4,6,4,2,7,6,7,3,5,6,6,7,5,6,4,1,0,0,1,4,1,1,4.71428571428571,2.85714285714286,2.57142857142857,3.38095238095238,7.8247185086916
956,"2/6/2023 23:15","en","game",1,"0",0,"1",34,"0","1",2,8,13,"b","wealthy","sexy","artistic","wealthy","wealthy","artistic","moral","sex","pathogen","pathogen","moral","moral",2,5,5,5,4,4,6,4,1,4,5,4,6,4,6,6,6,6,5,2,6,1,6,7,6,3,6,4,10,6,9,2,0,0,1,3,3,2,1,4.85714285714286,4.57142857142857,4.28571428571429,4.57142857142857,6.92385514377301
957,"1/5/2023 0:15","pl"," KG0902",1,"0",3,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","healthy","wealthy","healthy","kind","sex","moral","pathogen","moral","sex","sex",2,1,6,5,0,0,1,0,1,5,5,1,2,0,1,3,6,0,2,0,1,6,8,9,7,5,6,6,9,7,6,1,2,1,0,2,2,1,3,2.85714285714286,1.42857142857143,1.71428571428571,2,8.88286432154331
959,"12/17/2022 16:15","pl",NA,1,"0",0,"1",26,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","healthy","kind","moral","moral","moral","pathogen","sex","sex",6,6,3,6,0,2,4,2,6,6,3,1,6,6,5,5,6,5,6,3,6,1,7,6,6,5,1,8,7,7,7,1,1,2,1,1,3,1,2,5.57142857142857,4,3.71428571428571,4.42857142857143,7.27620461369235
962,"12/29/2022 20:45","pl","AB12",1,"0",3,"1",26,"0","0",0,NA,NA,"b","artistic","wealthy","healthy","healthy","kind","artistic","moral","sex","sex","pathogen","sex","sex",4,0,2,6,0,4,2,0,2,6,2,2,2,0,2,4,6,3,5,0,1,7,6,8,8,7,6,8,6,7,7,2,2,1,0,1,1,1,4,4.14285714285714,2.28571428571429,1.14285714285714,2.52380952380952,9.31001132816004
964,"2/6/2023 21:22","en","game",1,"0",0,"1",25,"1","1",1,1,NA,"a","sexy","wealthy","sexy","artistic","sexy","healthy","sex","moral","pathogen","sex","pathogen","pathogen",2,3,4,3,2,2,3,4,4,3,4,3,2,2,3,4,3,2,2,3,3,6,8,9,8,10,8,9,10,9,10,1,1,0,3,1,1,3,2,2.71428571428571,3,3,2.9047619047619,8.3101658975236
966,"12/28/2022 6:53","pl","AB12",1,"0",0,"1",28,"1","0",0,NA,NA,"b","kind","sexy","sexy","healthy","sexy","sexy","moral","sex","moral","pathogen","sex","sex",3,6,4,6,6,6,0,3,6,0,6,4,4,6,1,6,6,5,5,0,6,1,11,11,5,6,7,9,11,11,8,0,1,1,4,0,2,1,3,3.42857142857143,4.57142857142857,4.71428571428571,4.23809523809524,6.45434324115486
967,"1/29/2023 16:34","pl","KG0902",1,"0",1,"1",20,"0","0",0,NA,NA,"a","wealthy","wealthy","artistic","artistic","artistic","artistic","moral","sex","moral","moral","moral","moral",0,0,2,1,0,1,0,0,1,4,0,2,0,0,1,4,5,5,1,0,1,6,8,7,6,6,7,7,10,8,8,4,0,0,0,2,5,0,1,1.42857142857143,1.85714285714286,0.714285714285714,1.33333333333333,9.16309915429103
971,"3/29/2023 17:05","en","game",1,"0",2,"1",25,"1","1",2,1,3,"a","artistic","artistic","artistic","artistic","sexy","kind","sex","sex","moral","pathogen","sex","pathogen",3,2,4,3,5,4,3,4,5,3,4,3,4,5,4,3,2,3,4,5,4,2,3,5,6,6,2,8,7,9,7,4,0,1,1,0,1,2,3,3.28571428571429,3.85714285714286,3.85714285714286,3.66666666666667,6.96633416599245
974,"3/29/2023 16:52","en","game",1,"0",0,"1",51,"1","0",0,NA,NA,"b","artistic","artistic","wealthy","kind","sexy","artistic","moral","sex","pathogen","pathogen","moral","moral",4,4,3,4,3,3,3,3,2,3,2,4,5,4,4,4,5,6,5,3,3,6,5,7,6,6,6,6,8,6,6,3,0,1,1,1,3,2,1,4,3.57142857142857,3.42857142857143,3.66666666666667,8.77663192756933
975,"1/4/2023 21:50","pl","KG0902",1,"0",0,"1",40,"2","1",2,13,20,"b","kind","wealthy","kind","wealthy","sexy","kind","moral","moral","moral","moral","moral","moral",6,6,6,6,6,0,0,6,1,6,6,3,6,6,3,3,6,3,6,6,3,6,6,11,6,6,6,11,10,10,11,0,0,3,1,2,6,0,0,4.71428571428571,2.71428571428571,6,4.47619047619048,8.20851522456907
976,"12/17/2022","pl",NA,1,"0",0,"1",27,"1","0",0,NA,NA,"b","artistic","wealthy","sexy","wealthy","sexy","artistic","moral","moral","pathogen","sex","sex","moral",4,2,3,6,0,1,1,0,1,5,2,2,5,0,3,2,6,4,4,0,5,7,9,10,6,7,6,9,10,7,8,2,0,0,2,2,3,1,2,3.85714285714286,2.71428571428571,1.42857142857143,2.66666666666667,8.4717254332632
981,"2/23/2023","en",NA,1,"0",0,"1",28,"1","0",0,NA,NA,"b","sexy","artistic","artistic","healthy","wealthy","artistic","pathogen","moral","sex","moral","sex","sex",3,6,6,6,4,1,2,3,4,6,3,6,5,1,5,3,5,4,6,3,5,6,7,8,6,6,6,8,8,7,8,3,1,0,1,1,2,1,3,4.42857142857143,4.42857142857143,3.57142857142857,4.14285714285714,9.25142729355979
982,"1/31/2023","pl",NA,1,"0",5,"0",20,"1","0",0,NA,NA,"a","artistic","sexy","sexy","artistic","healthy","artistic","moral","moral","pathogen","pathogen","pathogen","moral",2,3,2,2,0,1,1,0,2,4,5,5,2,0,2,3,5,5,4,2,5,2,9,9,7,6,2,8,9,7,6,3,1,0,2,0,3,3,0,2.57142857142857,3.14285714285714,2.14285714285714,2.61904761904762,7.70750369817262
983,"2/7/2023","en","game",1,"0",2,"1",25,"1","0",0,NA,NA,"b","artistic","kind","artistic","wealthy","sexy","kind","pathogen","pathogen","pathogen","pathogen","sex","sex",4,1,6,6,1,0,5,1,2,6,2,4,6,2,1,6,5,3,4,0,5,7,5,8,8,6,7,6,9,6,6,2,0,2,1,1,0,4,2,5.28571428571429,3,1.71428571428571,3.33333333333333,8.88945190483708
984,"2/6/2023","en",NA,1,"0",0,"1",43,"1","1",2,9,11,"b","sexy","sexy","artistic","artistic","artistic","healthy","moral","sex","pathogen","pathogen","moral","sex",4,4,5,6,3,4,5,3,2,1,2,4,4,3,3,3,2,4,4,4,3,7,9,9,8,8,6,8,9,9,9,3,1,0,2,0,2,2,2,3.85714285714286,3.57142857142857,3,3.47619047619048,8.74199232154591
986,"2/7/2023","en","game",1,"0",2,"1",27,"0","0",0,NA,NA,"b","artistic","wealthy","sexy","wealthy","sexy","sexy","moral","sex","pathogen","sex","moral","pathogen",2,1,0,4,0,3,2,0,0,3,2,3,3,0,3,4,3,4,4,0,1,9,6,8,6,5,8,6,8,8,6,1,0,0,3,2,2,2,2,3.14285714285714,2,0.857142857142857,2,8.40500504841885
987,"2/6/2023","en","game",1,"0",3,"1",29,"1","0",0,NA,NA,"b","artistic","sexy","kind","sexy","wealthy","artistic","moral","sex","moral","moral","moral","moral",2,3,6,5,4,3,3,2,4,4,1,6,4,3,3,5,4,5,5,2,4,7,4,9,6,4,9,6,9,6,6,2,0,1,2,1,5,0,1,4,4.42857142857143,2.71428571428571,3.71428571428571,7.91587197889438
988,"1/9/2023","pl",NA,1,"0",0,"1",22,"0","0",0,NA,NA,"b","artistic","sexy","artistic","healthy","healthy","kind","moral","pathogen","moral","pathogen","moral","moral",0,1,3,2,0,1,1,0,6,6,3,6,1,3,3,3,6,6,2,0,0,3,10,1,5,8,3,8,5,6,8,2,2,1,1,0,4,2,0,2.14285714285714,3.57142857142857,1.85714285714286,2.52380952380952,6.26830330034007
990,"3/21/2023","en","game",1,"0",0,"1",56,"1","1",3,17,34,"b","kind","sexy","sexy","sexy","sexy","sexy","moral","moral","pathogen","moral","moral","moral",2,5,6,6,0,5,6,0,3,6,6,5,6,2,5,6,4,5,6,1,6,6,8,8,7,6,6,8,8,8,7,0,0,1,5,0,5,1,0,5.42857142857143,5,2.57142857142857,4.33333333333333,9.39865238134467
991,"12/29/2022","pl","AB12",1,"0",1,"1",25,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","artistic","healthy","artistic","moral","sex","pathogen","moral","sex","sex",5,5,5,6,0,3,3,0,4,5,6,5,6,3,4,6,6,5,6,0,6,10,6,6,8,6,6,8,7,8,7,2,1,0,2,1,2,1,3,5.28571428571429,4.57142857142857,2.85714285714286,4.23809523809524,8.15467487187667
992,"1/4/2023","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"b","kind","wealthy","sexy","healthy","sexy","artistic","sex","pathogen","sex","moral","sex","sex",6,5,4,6,0,5,1,0,2,5,3,1,5,4,5,2,6,0,4,6,3,8,10,9,6,6,6,11,9,6,8,1,1,1,2,1,1,1,4,4.14285714285714,2.85714285714286,3.42857142857143,3.47619047619048,8.27480609470317
995,"1/9/2023","pl",NA,1,"0",3,"1",23,"1","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","sexy","kind","moral","sex","pathogen","pathogen","sex","sex",5,3,5,6,0,0,4,1,1,6,1,5,6,1,5,4,5,6,6,5,5,6,9,7,7,6,6,9,9,7,8,2,0,2,1,1,1,2,3,5.28571428571429,3.85714285714286,2.28571428571429,3.80952380952381,9.05044174102712
996,"1/7/2023","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"a","sexy","wealthy","kind","healthy","wealthy","kind","moral","moral","moral","moral","sex","sex",6,5,6,6,0,5,5,0,5,5,1,4,1,6,5,5,6,5,5,1,5,6,7,7,5,4,6,8,8,7,7,0,1,2,1,2,4,0,2,4.71428571428571,5,2.71428571428571,4.14285714285714,8.36207663101862
997,"12/28/2022","pl","AB12",1,"0",6,"0",24,"1","0",0,NA,NA,"b","artistic","sexy","sexy","artistic","wealthy","artistic","moral","sex","moral","sex","moral","moral",1,4,6,6,0,2,2,0,4,6,0,6,0,0,4,1,3,6,2,5,4,11,9,8,6,7,10,9,10,11,6,3,0,0,2,1,4,0,2,2.57142857142857,4.57142857142857,1.71428571428571,2.95238095238095,7.72365539853344
1001,"1/22/2023","pl","AB12",1,"0",0,"1",22,"1","0",0,NA,NA,"a","sexy","sexy","sexy","artistic","artistic","kind","sex","sex","sex","moral","moral","sex",1,3,5,6,0,3,0,0,1,6,0,0,6,5,3,1,6,2,2,1,4,11,8,6,6,6,11,6,7,11,7,2,0,1,3,0,2,0,4,3.14285714285714,2.57142857142857,2.14285714285714,2.61904761904762,7.73066553444987
1003,"2/7/2023","pl",NA,1,"0",4,"0",28,"0","0",0,NA,NA,"b","sexy","kind","kind","healthy","healthy","kind","moral","sex","moral","pathogen","moral","moral",3,3,5,5,3,6,3,4,6,6,1,6,2,0,6,4,3,5,6,3,6,1,11,6,6,8,1,11,7,9,6,0,2,3,1,0,4,1,1,4.14285714285714,5.71428571428571,2.42857142857143,4.09523809523809,6.82479065442421
1004,"2/6/2023","en",NA,1,"0",0,"1",40,"1","1",3,8,16,"b","artistic","wealthy","wealthy","kind","wealthy","artistic","pathogen","sex","pathogen","pathogen","moral","moral",5,5,6,6,1,6,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,8,6,6,9,8,8,2,0,1,0,3,2,3,1,5.57142857142857,5.71428571428571,4.85714285714286,5.38095238095238,9.11940052438701
1007,"2/1/2023","pl",NA,1,"0",4,"0",21,"2","0",0,NA,NA,"b","artistic","sexy","artistic","artistic","wealthy","sexy","moral","pathogen","moral","pathogen","sex","moral",3,5,5,6,0,0,1,0,6,6,2,2,0,0,4,1,6,6,3,0,5,6,4,8,6,6,6,7,8,6,6,3,0,0,2,1,3,2,1,2.85714285714286,4,1.85714285714286,2.9047619047619,8.40106675814105
1011,"1/7/2023","pl","KG0902",1,"0",0,"1",22,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","sex","moral","moral","sex","pathogen","sex",4,6,6,6,3,4,2,6,6,6,6,4,3,2,3,6,6,3,4,6,6,6,6,10,4,6,6,11,9,8,9,0,0,0,5,1,2,1,3,4.42857142857143,4.57142857142857,5,4.66666666666667,8.02983881344188
1013,"3/21/2023","en","game",1,"0",0,"1",30,"1","1",2,NA,3,"b","wealthy","healthy","healthy","healthy","kind","wealthy","moral","pathogen","sex","moral","sex","pathogen",6,6,6,6,6,6,5,6,6,5,6,6,5,6,6,6,6,5,6,6,6,11,11,11,11,11,11,10,11,10,10,0,3,1,0,2,2,2,2,5.57142857142857,5.85714285714286,6,5.80952380952381,6.02500155105008
1015,"12/16/2022","pl",NA,1,"0",1,"1",26,"1","0",0,NA,NA,"b","kind","wealthy","artistic","kind","healthy","artistic","moral","sex","moral","pathogen","moral","pathogen",2,0,5,5,0,6,1,0,4,5,1,4,5,0,1,2,6,6,5,0,4,7,6,7,7,6,7,11,9,9,7,2,1,2,0,1,3,2,1,3.57142857142857,4.28571428571429,1,2.95238095238095,9.28817675387461
1016,"1/12/2023","pl",NA,1,"0",4,"0",19,"1","0",0,NA,NA,"a","artistic","kind","healthy","kind","sexy","artistic","moral","sex","pathogen","pathogen","moral","moral",0,2,3,2,0,1,0,1,2,3,1,3,0,1,0,1,0,1,1,0,2,8,7,7,8,9,9,7,8,7,7,2,1,2,1,0,3,2,1,1,1.71428571428571,0.714285714285714,1.14285714285714,8.71887411676563
1018,"2/6/2023","en","game",1,"0",5,"0",50,"1","1",2,5,10,"b","wealthy","healthy","healthy","kind","artistic","kind","pathogen","sex","moral","sex","sex","sex",5,6,5,6,5,5,6,4,5,6,5,6,5,6,5,5,6,5,4,6,5,9,4,9,9,9,6,10,10,11,10,1,2,2,0,1,1,1,4,5.28571428571429,5.14285714285714,5.42857142857143,5.28571428571429,7.6973753726681
1021,"1/24/2023","pl","INSTAGRAM STUDY",1,"0",3,"0",19,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","kind","healthy","kind","pathogen","moral","sex","moral","sex","sex",2,1,5,6,0,2,1,2,2,5,5,5,6,5,4,3,6,6,4,0,5,4,6,7,5,6,7,11,7,7,7,2,1,2,0,1,2,1,3,3.85714285714286,4.14285714285714,2.71428571428571,3.57142857142857,8.3426093079628
1022,"2/6/2023","en","game",1,"0",5,"0",38,"1","1",2,5,10,"b","wealthy","sexy","healthy","healthy","artistic","artistic","moral","moral","moral","sex","moral","sex",4,5,4,5,6,4,5,4,5,5,4,4,5,4,5,4,5,4,4,4,4,4,5,7,3,8,9,2,5,11,3,2,2,0,1,1,4,0,2,4.57142857142857,4.28571428571429,4.57142857142857,4.47619047619048,7.49094209333313
1023,"2/6/2023","en","game",1,"0",2,"1",55,"1","1",1,20,NA,"b","sexy","healthy","artistic","kind","wealthy","healthy","moral","sex","moral","moral","pathogen","moral",6,5,5,5,4,6,5,6,5,5,6,4,2,3,3,2,4,3,3,4,6,1,1,4,3,6,7,6,6,7,9,1,2,1,1,1,4,1,1,4,4.57142857142857,4.57142857142857,4.38095238095238,5.53563087269952
1026,"1/23/2023","en","INSTAGRAM STUDY",1,"0",5,"0",18,"1","0",0,NA,NA,"b","artistic","wealthy","wealthy","kind","artistic","artistic","pathogen","sex","pathogen","pathogen","sex","moral",1,2,4,3,1,0,1,0,1,4,2,5,1,1,2,2,4,4,3,5,2,8,6,8,6,4,6,5,8,5,5,3,0,1,0,2,1,3,2,2.14285714285714,2.57142857142857,2.14285714285714,2.28571428571429,8.37918916480242
1027,"2/7/2023","pl",NA,1,"0",6,"0",38,"2","0",0,NA,NA,"b","artistic","sexy","sexy","sexy","sexy","sexy","moral","pathogen","sex","moral","moral","moral",3,4,6,5,0,1,2,0,2,6,0,4,6,0,4,6,6,2,6,0,0,6,9,9,9,9,6,8,9,9,6,1,0,0,5,0,4,1,1,4.85714285714286,2.71428571428571,1.42857142857143,3,8.34210342454709
1028,"1/7/2023","pl","KG0902",1,"0",3,"0",21,"0","0",0,NA,NA,"b","artistic","kind","sexy","artistic","artistic","artistic","sex","pathogen","sex","moral","moral","sex",0,2,3,1,0,1,4,0,2,5,1,3,4,1,2,5,2,1,3,3,1,8,7,9,11,7,7,7,7,5,7,4,0,1,1,0,2,1,3,3.14285714285714,1.85714285714286,1.28571428571429,2.0952380952381,8.09893980633701
1030,"3/21/2023","en",NA,1,"0",2,"1",32,"1","0",0,NA,NA,"a","kind","kind","healthy","sexy","artistic","kind","pathogen","pathogen","moral","moral","sex","pathogen",4,3,4,4,4,3,3,4,4,4,4,4,3,4,4,3,3,4,4,4,5,4,7,8,7,9,3,6,6,11,11,1,1,3,1,0,2,3,1,3.57142857142857,4,3.71428571428571,3.76190476190476,8.47227423845521
1031,"2/1/2023","pl","AB12",1,"0",1,"1",24,"1","0",0,NA,NA,"a","artistic","wealthy","artistic","kind","wealthy","kind","moral","sex","pathogen","moral","sex","moral",5,5,6,6,0,3,2,0,1,3,3,5,6,2,4,3,6,6,5,2,5,3,7,8,6,6,3,10,8,7,8,2,0,2,0,2,3,1,2,4.28571428571429,4.28571428571429,2.57142857142857,3.71428571428571,8.28712347132445
1033,"3/29/2023","en","game",1,"0",0,"1",38,"1","1",1,6,NA,"a","wealthy","wealthy","wealthy","kind","healthy","kind","moral","sex","moral","sex","sex","pathogen",3,4,4,5,4,5,5,4,4,3,4,3,4,4,3,3,4,3,4,3,4,6,7,8,7,8,6,8,7,9,8,0,1,2,0,3,2,1,3,3.85714285714286,3.71428571428571,3.85714285714286,3.80952380952381,9.33413217170992
1035,"2/10/2023","pl","AC3",1,"0",6,"0",18,"0","0",0,NA,NA,"b","artistic","wealthy","kind","artistic","kind","artistic","sex","moral","sex","sex","sex","sex",4,6,2,5,3,1,1,0,0,6,4,4,3,1,0,4,5,1,6,1,0,2,4,9,3,4,6,6,7,6,6,3,0,2,0,1,1,0,5,4.14285714285714,1.14285714285714,2.85714285714286,2.71428571428571,6.57953739223407
1038,"2/16/2023","pl",NA,1,"0",2,"1",21,"0","0",0,NA,NA,"a","sexy","wealthy","sexy","artistic","sexy","sexy","pathogen","pathogen","sex","moral","pathogen","moral",1,4,5,4,1,4,2,2,4,6,2,3,4,2,4,4,4,2,3,2,2,7,8,8,7,6,6,10,8,7,8,1,0,0,4,1,2,3,1,3.42857142857143,3.42857142857143,2.42857142857143,3.0952380952381,9.39137532919789
1039,"2/7/2023","pl",NA,1,"0",4,"0",35,"0","0",0,NA,NA,"b","sexy","sexy","sexy","artistic","sexy","sexy","moral","sex","moral","moral","moral","moral",3,4,4,4,0,3,3,1,1,6,5,5,4,0,2,1,2,6,4,0,4,6,7,7,6,6,7,7,8,8,5,1,0,0,5,0,5,0,1,3.57142857142857,3.57142857142857,1.71428571428571,2.95238095238095,9.24779535325828
1042,"12/28/2022","pl","AB12",1,"0",3,"0",24,"0","0",0,NA,NA,"a","kind","artistic","sexy","wealthy","healthy","artistic","moral","sex","moral","pathogen","pathogen","moral",1,3,0,6,0,3,4,0,4,6,6,6,6,1,2,5,5,6,6,2,6,8,5,9,8,1,3,6,8,5,6,2,1,1,1,1,3,2,1,4.85714285714286,3.85714285714286,2.42857142857143,3.71428571428571,7.08524600245248
1043,"2/6/2023","en","game",1,"0",1,"1",45,"0","1",1,20,NA,"b","wealthy","artistic","sexy","wealthy","wealthy","wealthy","pathogen","pathogen","sex","moral","sex","sex",1,4,6,4,3,3,3,2,3,5,3,3,6,4,4,4,4,4,4,5,4,6,6,7,7,4,6,7,8,7,7,1,0,0,1,4,1,2,3,3.85714285714286,3.85714285714286,3.57142857142857,3.76190476190476,8.62830940040398
1046,"3/29/2023","en","game",1,"0",0,"1",55,"0","1",1,24,NA,"b","healthy","kind","artistic","kind","sexy","sexy","moral","moral","sex","moral","moral","moral",4,6,5,6,5,4,3,5,4,5,6,4,2,6,4,2,5,4,3,6,5,6,7,9,6,7,5,7,9,6,7,1,1,2,2,0,5,0,1,3.57142857142857,4.28571428571429,5.57142857142857,4.47619047619048,9.07097553115995
1047,"2/1/2023","pl",NA,1,"0",1,"1",18,"0","0",0,NA,NA,"b","kind","wealthy","sexy","kind","artistic","kind","moral","moral","sex","moral","moral","sex",2,5,6,6,1,2,0,1,1,5,3,6,0,0,5,5,6,6,4,4,0,6,6,7,8,5,8,6,7,7,6,1,0,3,1,1,4,0,2,3.14285714285714,3.71428571428571,2.85714285714286,3.23809523809524,8.97219755384817
1048,"12/16/2022","pl","KG0902",1,"0",0,"1",19,"0","0",0,NA,NA,"b","artistic","artistic","wealthy","artistic","sexy","kind","sex","moral","pathogen","sex","pathogen","sex",1,2,6,2,0,6,2,0,0,3,0,0,1,0,0,6,6,1,3,0,3,7,7,8,3,4,7,6,7,7,8,3,0,1,1,1,1,2,3,2.57142857142857,2.28571428571429,1.14285714285714,2,7.68638509535059
1049,"2/1/2023","pl",NA,1,"0",6,"0",18,"0","0",0,NA,NA,"b","artistic","healthy","artistic","artistic","artistic","artistic","pathogen","moral","pathogen","moral","sex","sex",0,6,6,6,1,1,0,0,2,6,6,5,1,5,4,6,3,6,1,6,6,9,11,9,3,8,3,10,10,6,8,5,1,0,0,0,2,2,2,2.85714285714286,4.28571428571429,3.85714285714286,3.66666666666667,7.04432030853371
1050,"3/21/2023","en","game",1,"0",0,"1",35,"1","1",1,12,NA,"b","healthy","healthy","kind","wealthy","kind","kind","pathogen","moral","sex","sex","sex","moral",4,3,2,3,4,3,2,3,4,3,2,3,4,3,4,3,2,2,3,2,3,8,8,7,4,7,4,8,7,8,3,0,2,3,0,1,2,1,3,3.14285714285714,3,2.71428571428571,2.95238095238095,8.29916024983626
1051,"2/6/2023","en",NA,1,"0",1,"1",48,"1","1",3,3,12,"b","artistic","sexy","healthy","healthy","sexy","kind","pathogen","sex","sex","moral","moral","moral",0,2,3,0,2,5,0,1,3,0,3,2,0,3,3,0,1,2,0,2,6,8,9,6,9,9,6,7,8,9,8,1,2,1,2,0,3,1,2,0,3.42857142857143,2,1.80952380952381,8.21602037033787
1055,"1/9/2023","pl",NA,1,"0",1,"1",23,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","kind","artistic","moral","sex","pathogen","moral","sex","sex",1,1,4,4,0,4,0,0,2,5,0,5,1,0,4,2,5,5,4,1,4,6,6,10,6,5,8,9,10,11,6,2,0,2,1,1,2,1,3,2.42857142857143,4,1,2.47619047619048,8.41674628257992
1056,"1/7/2023","pl","KG0902",1,"0",1,"1",22,"1","0",0,NA,NA,"a","artistic","wealthy","kind","healthy","wealthy","kind","moral","sex","moral","moral","moral","sex",3,2,1,6,0,3,4,0,6,5,5,1,6,1,6,4,2,1,5,0,6,6,6,6,7,3,3,7,7,7,8,1,1,2,0,2,4,0,2,4.71428571428571,3.42857142857143,1.42857142857143,3.19047619047619,8.10822577083211
1059,"12/16/2022","pl","fb Micha?a S",1,"0",1,"1",30,"1","0",0,NA,NA,"b","artistic","kind","kind","wealthy","artistic","healthy","moral","pathogen","pathogen","pathogen","moral","sex",0,1,3,0,2,1,0,1,2,3,2,1,0,1,2,1,4,3,1,3,2,8,9,8,7,6,9,10,9,8,7,2,1,2,0,1,2,3,1,0.714285714285714,2,2,1.57142857142857,8.85378003144071
1061,"2/7/2023","en",NA,1,"0",3,"0",48,"1","1",2,-1,-1,"b","healthy","wealthy","healthy","kind","artistic","artistic","pathogen","moral","moral","moral","sex","moral",3,4,5,4,3,5,3,4,3,4,5,2,3,3,2,3,2,3,4,4,3,11,5,10,6,8,3,7,7,7,4,2,2,1,0,1,4,1,1,3.42857142857143,3.28571428571429,3.57142857142857,3.42857142857143,7.36548778748789
1066,"12/28/2022","pl","AB12",1,"0",0,"1",20,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","healthy","healthy","artistic","moral","sex","pathogen","pathogen","pathogen","sex",0,1,5,0,1,3,0,0,3,0,1,0,0,0,2,0,1,6,0,1,2,7,5,6,5,6,6,11,6,11,11,3,2,0,0,1,1,3,2,0,3,0.714285714285714,1.23809523809524,8.37389467156176
1068,"2/10/2023","pl",NA,1,"0",1,"1",20,"1","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","sexy","artistic","moral","moral","sex","moral","moral","moral",1,4,2,4,0,1,1,0,0,3,3,6,4,0,2,2,6,2,4,0,2,4,8,8,9,6,6,8,9,8,6,3,0,1,1,1,5,0,1,2.71428571428571,2.14285714285714,1.85714285714286,2.23809523809524,8.55870120068645
1069,"1/13/2023","pl",NA,1,"0",4,"0",18,"0","0",0,NA,NA,"b","artistic","kind","artistic","artistic","sexy","artistic","pathogen","sex","pathogen","moral","moral","moral",1,3,4,5,0,0,2,1,3,5,1,6,6,2,5,5,6,6,6,0,2,8,3,9,7,8,10,6,9,8,6,4,0,1,1,0,3,2,1,4.28571428571429,3.71428571428571,1.85714285714286,3.28571428571429,7.82809426677445
1075,"2/6/2023","en","game",1,"0",0,"1",34,"1","0",0,NA,NA,"a","healthy","artistic","kind","artistic","artistic","artistic","pathogen","moral","sex","moral","moral","sex",3,6,1,2,5,2,3,1,4,3,6,0,6,4,4,2,6,4,2,1,6,1,6,6,11,11,6,11,6,6,11,4,1,1,0,0,3,1,2,3,3,4.14285714285714,3.38095238095238,6.38518879488718
1077,"1/9/2023","pl",NA,1,"0",3,"1",20,"0","0",0,NA,NA,"b","artistic","artistic","artistic","kind","artistic","artistic","sex","sex","pathogen","pathogen","sex","moral",0,4,5,2,3,2,1,1,5,5,6,6,3,2,2,6,6,6,5,1,3,8,3,7,2,5,8,6,9,6,7,5,0,1,0,0,1,2,3,3.14285714285714,4.14285714285714,3.28571428571429,3.52380952380952,6.79528248572466
