"PIN","timestamp","country","code","plays","sex","kinsey","partnerSex","age","relstat","children","numChild","childYoungest","childOldest","milkCereal","pos1","pos2","pos3","pos4","pos5","pos6","disgust1","disgust2","disgust3","disgust4","disgust5","disgust6","tdds1","tdds2","tdds3","tdds4","tdds5","tdds6","tdds7","tdds8","tdds9","tdds10","tdds11","tdds12","tdds13","tdds14","tdds15","tdds16","tdds17","tdds18","tdds19","tdds20","tdds21","selfArt","selfHealth","selfKind","selfSexy","selfResources","idealArt","idealHealth","idealKind","idealSexy","idealResources","choiceArt","choiceKind","choiceSexy","choiceWealthy","choiceMoral","choicePath","choiceSex","tddMoral","tddPath","tddSex","tddTotal"
1055,"1/9/2023","pl",NA,1,"0",1,"1",23,"1","0",0,NA,NA,"a","artistic","wealthy","sexy","kind","kind","artistic","moral","sex","pathogen","moral","sex","sex",1,1,4,4,0,4,0,0,2,5,0,5,1,0,4,2,5,5,4,1,4,6,6,10,6,5,8,9,10,11,6,2,2,1,1,2,1,3,2.42857142857143,4,1,2.47619047619048
1056,"1/7/2023","pl","KG0902",1,"0",1,"1",22,"1","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","wealthy","kind","moral","sex","moral","moral","moral","sex",3,2,1,6,0,3,4,0,6,5,5,1,6,1,6,4,2,1,5,0,6,6,6,6,7,3,3,7,7,7,8,2,2,0,2,4,0,2,4.71428571428571,3.42857142857143,1.42857142857143,3.19047619047619
1058,"2/6/2023","en",NA,1,"1",0,"0",18,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","kind","artistic","sex","pathogen","sex","moral","sex","pathogen",0,1,6,3,1,5,0,2,6,4,6,6,0,0,6,6,6,4,0,0,6,1,9,3,5,11,6,10,9,11,6,1,1,3,1,1,2,3,1.85714285714286,5.57142857142857,2.28571428571429,3.23809523809524
1059,"12/16/2022","pl","fb Micha?a S",1,"0",1,"1",30,"1","0",0,NA,NA,"b","artistic","kind","kind","wealthy","artistic","artistic","moral","pathogen","pathogen","pathogen","moral","sex",0,1,3,0,2,1,0,1,2,3,2,1,0,1,2,1,4,3,1,3,2,8,9,8,7,6,9,10,9,8,7,3,2,0,1,2,3,1,0.714285714285714,2,2,1.57142857142857
1060,"2/6/2023","en","game",1,"1",3,"1",32,"0","0",0,NA,NA,"a","sexy","sexy","sexy","sexy","wealthy","sexy","moral","moral","pathogen","pathogen","moral","pathogen",3,3,3,4,2,3,4,3,2,2,2,4,3,2,3,2,3,2,2,2,2,6,7,7,8,7,8,7,8,8,8,0,0,5,1,3,3,0,2.85714285714286,2.71428571428571,2.42857142857143,2.66666666666667
1062,"2/6/2023","en",NA,1,"1",0,"0",30,"1","1",1,2,NA,"a","kind",NA,"artistic","artistic","artistic","sexy","moral","sex","pathogen","moral","sex","moral",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,8,9,9,7,8,7,6,NA,NA,NA,NA,3,1,2,0,0,0,0
1063,"2/6/2023","en","game",1,"1",0,"0",22,"0","0",0,NA,NA,"b","artistic","wealthy","wealthy","wealthy","kind","artistic","pathogen","sex","pathogen","moral","pathogen","moral",2,4,4,3,3,2,1,2,3,4,2,4,3,3,2,4,3,2,2,2,3,5,6,7,3,6,5,6,8,6,6,2,1,0,3,2,3,1,2.71428571428571,2.85714285714286,2.71428571428571,2.76190476190476
1064,"3/29/2023","en","game",1,"1",1,"0",27,"1","0",0,NA,NA,"a","kind","sexy","sexy","artistic","artistic","sexy","pathogen","moral","moral","moral","pathogen","sex",1,6,5,6,6,2,1,5,4,3,0,4,5,1,2,1,2,4,2,0,5,6,4,10,6,4,6,10,11,9,10,2,1,3,0,3,2,1,2.71428571428571,3.71428571428571,2.85714285714286,3.0952380952381
1065,"1/29/2023","pl","KG0902",1,"1",0,"0",21,"1","0",0,NA,NA,"b","wealthy","sexy","sexy","sexy","sexy","sexy","pathogen","sex","pathogen","pathogen","pathogen","pathogen",3,6,6,3,0,0,0,6,0,6,6,2,0,6,0,6,6,0,1,0,0,5,4,11,11,10,1,1,6,1,1,0,0,5,1,0,5,1,2.71428571428571,1.14285714285714,4.28571428571429,2.71428571428571
1066,"12/28/2022","pl","AB12",1,"0",0,"1",20,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","moral","sex","pathogen","pathogen","pathogen","sex",0,1,5,0,1,3,0,0,3,0,1,0,0,0,2,0,1,6,0,1,2,7,5,6,5,6,6,11,6,11,11,5,0,0,1,1,3,2,0,3,0.714285714285714,1.23809523809524
1067,"2/4/2023","pl","AB12",1,"1",3,"0",18,"0","0",0,NA,NA,"a","artistic","wealthy","sexy","artistic","kind","wealthy","moral","moral","moral","moral","moral","moral",0,0,6,0,2,0,0,0,6,6,3,6,0,2,0,0,0,0,0,0,0,1,1,9,6,1,6,6,6,6,6,2,1,1,2,6,0,0,0.857142857142857,2.57142857142857,1,1.47619047619048
1068,"2/10/2023","pl",NA,1,"0",1,"1",20,"1","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","sexy","artistic","moral","moral","sex","moral","moral","moral",1,4,2,4,0,1,1,0,0,3,3,6,4,0,2,2,6,2,4,0,2,4,8,8,9,6,6,8,9,8,6,3,1,1,1,5,0,1,2.71428571428571,2.14285714285714,1.85714285714286,2.23809523809524
1069,"1/13/2023","pl",NA,1,"0",4,"0",18,"0","0",0,NA,NA,"b","artistic","kind","artistic","artistic","sexy","artistic","pathogen","sex","pathogen","moral","moral","moral",1,3,4,5,0,0,2,1,3,5,1,6,6,2,5,5,6,6,6,0,2,8,3,9,7,8,10,6,9,8,6,4,1,1,0,3,2,1,4.28571428571429,3.71428571428571,1.85714285714286,3.28571428571429
1070,"3/29/2023","en","game",1,"1",0,"0",35,"1","1",1,10,NA,"b","artistic","kind","kind","wealthy","kind","artistic","moral","moral","moral","moral","pathogen","moral",3,4,5,4,3,5,4,4,5,4,5,3,4,5,4,4,3,5,4,3,5,7,9,7,11,10,9,7,9,11,9,2,3,0,1,5,1,0,3.85714285714286,4.57142857142857,3.85714285714286,4.09523809523809
1071,"2/12/2023","pl",NA,1,"1",5,"1",19,"0","0",0,NA,NA,"b","wealthy","wealthy","wealthy","kind","wealthy","artistic","sex","sex","pathogen","sex","moral","moral",2,5,3,1,0,4,0,0,5,6,3,6,1,3,6,1,5,3,5,0,2,1,2,2,1,5,4,3,2,2,3,1,1,0,4,2,1,3,2.28571428571429,4.14285714285714,2.28571428571429,2.9047619047619
1072,"2/24/2023","en","game",1,"1",0,"0",26,"1","0",0,NA,NA,"a","artistic","artistic","kind","kind","wealthy","wealthy","moral","pathogen","moral","moral","pathogen","sex",3,4,5,4,3,4,5,2,3,4,5,3,5,5,4,3,2,3,4,5,5,6,7,4,8,7,6,8,5,7,5,2,2,0,2,3,2,1,4,3.85714285714286,3.71428571428571,3.85714285714286
1073,"12/21/2022","pl",NA,1,"1",0,"0",38,"1","1",2,NA,NA,"b","artistic","sexy","artistic","kind","artistic","artistic","moral","sex","moral","moral","sex","sex",6,1,2,6,0,2,3,1,3,6,4,5,6,2,4,3,5,4,6,1,1,8,8,10,9,6,9,9,8,8,7,4,1,1,0,3,0,3,5.14285714285714,3,2,3.38095238095238
1074,"1/4/2023","pl","KG0902 ",1,"1",0,"0",26,"1","0",0,NA,NA,"a","kind","wealthy","sexy","sexy","sexy","sexy","moral","moral","moral","moral","pathogen","sex",4,2,4,5,0,3,1,0,4,4,2,3,4,5,4,3,5,5,5,6,6,9,10,8,9,7,9,8,10,10,8,0,1,4,1,4,1,1,3.71428571428571,4.14285714285714,2.85714285714286,3.57142857142857
1075,"2/6/2023","en","game",1,"0",0,"1",34,"1","0",0,NA,NA,"a","artistic","artistic","kind","artistic","artistic","artistic","pathogen","moral","sex","moral","moral","sex",3,6,1,2,5,2,3,1,4,3,6,0,6,4,4,2,6,4,2,1,6,1,6,6,11,11,6,11,6,6,11,5,1,0,0,3,1,2,3,3,4.14285714285714,3.38095238095238
1076,"2/6/2023","en","game",1,"1",0,"0",32,"1","1",2,1,5,"b","artistic","kind","artistic","artistic","wealthy","wealthy","pathogen","sex","pathogen","moral","moral","moral",4,3,4,5,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,2,6,8,7,7,4,7,9,8,8,3,1,0,2,3,2,1,4.14285714285714,3.85714285714286,3.42857142857143,3.80952380952381
1077,"1/9/2023","pl",NA,1,"0",3,"1",20,"0","0",0,NA,NA,"b","artistic",NA,"artistic","kind","artistic","artistic","sex","sex","pathogen","pathogen","sex","moral",0,4,5,2,3,2,1,1,5,5,6,6,3,2,2,6,6,6,5,1,3,8,3,7,2,5,8,6,9,6,7,NA,NA,NA,NA,1,2,3,3.14285714285714,4.14285714285714,3.28571428571429,3.52380952380952
1078,"3/21/2023","en","game",1,"1",1,"0",29,"1","0",0,NA,NA,"b","kind","artistic","sexy","wealthy","kind","artistic","moral","moral","sex","pathogen","pathogen","moral",3,2,2,3,2,2,3,3,2,3,3,3,2,3,2,3,2,3,2,3,2,6,4,7,8,9,10,10,8,6,6,2,2,1,1,3,2,1,2.71428571428571,2.28571428571429,2.57142857142857,2.52380952380952
1079,"3/11/2023","en","game",1,"1",0,"0",27,"0","0",0,NA,NA,"a","artistic","artistic","kind","kind","artistic","wealthy","moral","sex","pathogen","moral","moral","sex",4,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,2,4,3,3,4,3,2,0,1,3,1,2,4.28571428571429,4.28571428571429,4.14285714285714,4.23809523809524
1080,"12/17/2022","pl",NA,1,"1",0,"0",26,"1","0",0,NA,NA,"b","artistic",NA,"artistic","artistic","kind","sexy","moral","pathogen","moral","moral","pathogen","sex",5,2,5,6,0,3,3,3,4,6,0,4,6,3,3,4,0,4,6,0,2,4,8,10,6,7,4,6,9,6,4,NA,NA,NA,NA,3,2,1,5.14285714285714,3.57142857142857,1.14285714285714,3.28571428571429
1081,"2/9/2023","pl","IPN37",1,"1",1,"0",20,"0","0",0,NA,NA,"b","sexy","kind","sexy","sexy","sexy","artistic","moral","moral","pathogen","pathogen","pathogen","pathogen",2,2,6,3,2,6,5,2,5,5,2,4,3,2,4,5,3,2,4,3,5,10,8,6,5,8,8,9,8,10,5,1,1,4,0,2,4,0,3.85714285714286,4.57142857142857,2.28571428571429,3.57142857142857
1082,"12/20/2022","pl","AB12",1,"1",5,"1",22,"0","0",0,NA,NA,"b","kind","wealthy","sexy","wealthy","kind","sexy","sex","moral","sex","pathogen","sex","moral",0,4,5,2,0,2,0,0,1,5,1,4,2,3,4,3,2,3,2,0,0,6,7,8,8,7,7,7,6,7,6,0,2,2,2,2,1,3,2,2.71428571428571,1.42857142857143,2.04761904761905
1083,"2/6/2023","en",NA,1,"1",0,"0",33,"1","0",0,NA,NA,"a","sexy","sexy","kind","kind","artistic","wealthy","sex","sex","pathogen","pathogen","pathogen","pathogen",6,0,4,2,0,4,3,2,2,1,2,4,3,3,1,1,0,2,1,1,1,6,5,6,6,4,5,7,5,6,8,1,2,2,1,0,4,2,2.42857142857143,2.57142857142857,1.14285714285714,2.04761904761905
1084,"1/4/2023","pl","KG0902",1,"0",0,"1",40,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","artistic","artistic","kind","moral","moral","pathogen","pathogen","moral","moral",5,5,3,5,3,4,0,3,5,5,2,0,2,5,2,3,5,0,2,3,0,6,11,11,7,8,8,11,9,8,7,4,1,0,1,4,2,0,3.14285714285714,2,3.71428571428571,2.95238095238095
1087,"2/10/2023","pl","AC3",1,"1",0,"0",20,"0","0",0,NA,NA,"b","artistic","kind","wealthy","artistic","sexy","kind","pathogen","moral","pathogen","moral","pathogen","pathogen",1,2,1,6,0,2,0,0,2,2,2,3,6,1,2,3,4,5,3,0,4,7,6,9,5,6,6,8,9,9,7,2,2,1,1,2,4,0,3,2.71428571428571,1.28571428571429,2.33333333333333
1088,"12/28/2022","pl",NA,1,"0",0,"1",24,"0","0",0,NA,NA,"b","artistic",NA,"artistic","artistic","wealthy","kind","moral","moral","moral","pathogen","moral","sex",4,0,3,6,0,0,3,0,1,5,0,2,4,0,3,2,6,2,6,0,3,10,7,10,8,6,7,9,11,6,9,NA,NA,NA,NA,4,1,1,4.28571428571429,2,0.857142857142857,2.38095238095238
1089,"1/4/2023","pl","KG9020",1,"0",5,"0",40,"0","0",0,NA,NA,"b","sexy","sexy","sexy","wealthy","kind","sexy","sex","sex","sex","sex","sex","sex",6,3,5,6,3,5,1,0,6,4,0,0,1,4,4,5,5,6,1,5,6,6,11,10,11,10,10,11,10,9,11,0,1,4,1,0,0,6,3.42857142857143,4.57142857142857,2.85714285714286,3.61904761904762
1091,"2/6/2023","en","game",1,"0",0,"1",36,"1","0",0,NA,NA,"b","artistic","kind","kind","artistic","artistic","kind","pathogen","sex","sex","moral","sex","sex",4,2,4,3,1,4,2,5,2,3,2,4,2,5,1,3,2,4,2,3,0,6,11,11,6,11,1,6,6,11,11,3,3,0,0,1,1,4,2.71428571428571,2.71428571428571,2.85714285714286,2.76190476190476
1093,"3/29/2023","en",NA,1,"0",0,"1",47,"1","1",2,25,28,"b","artistic",NA,"artistic","artistic","artistic","artistic","pathogen","sex","pathogen","moral","pathogen","moral",4,3,4,5,3,5,5,3,5,5,5,4,5,2,4,5,3,4,5,4,6,8,6,11,6,6,6,8,11,6,9,NA,NA,NA,NA,2,3,1,4.85714285714286,4.57142857142857,3.28571428571429,4.23809523809524
1096,"1/23/2023","pl","INSTAGRAM STUDY",1,"1",6,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","kind","artistic","sexy","sexy","sex","moral","pathogen","moral","sex","pathogen",2,5,5,5,1,3,1,1,3,6,6,6,3,2,3,4,2,6,3,0,3,7,9,8,7,6,6,9,10,7,7,1,1,4,0,2,2,2,3.42857142857143,4.14285714285714,2.42857142857143,3.33333333333333
1097,"3/29/2023","en","game",1,"1",0,"0",38,"0","0",0,NA,NA,"b","sexy","sexy","artistic","artistic","artistic","artistic","sex","sex","pathogen","moral","moral","moral",2,2,6,6,0,4,4,0,4,6,2,6,5,1,4,2,1,6,4,5,4,6,6,8,6,3,7,6,7,6,5,4,0,2,0,3,1,2,4.14285714285714,4.85714285714286,1.57142857142857,3.52380952380952
1099,"12/20/2022","pl","AB12",1,"0",0,"1",26,"1","0",0,NA,NA,"b","kind","artistic","sexy","kind","sexy","kind","moral","sex","pathogen","moral","pathogen","sex",4,6,5,5,1,1,2,0,2,6,1,4,5,1,3,4,6,6,5,0,1,10,9,8,10,6,8,6,7,9,8,1,3,2,0,2,2,2,4.42857142857143,3.14285714285714,2.14285714285714,3.23809523809524
1101,"2/6/2023","en",NA,1,"1",3,"0",22,"0","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","pathogen","sex","pathogen","moral","moral","moral",6,6,6,6,6,6,6,4,6,6,5,6,6,5,6,5,6,6,6,4,6,11,11,11,6,11,6,11,11,6,11,0,0,5,1,3,2,1,5.85714285714286,6,5.14285714285714,5.66666666666667
1102,"2/7/2023","en",NA,1,"0",0,"1",40,"1","1",3,8,23,"b","artistic","sexy","kind","artistic","sexy","artistic","moral","sex","pathogen","moral","sex","pathogen",6,1,5,6,3,3,6,5,1,6,0,3,6,3,3,6,1,6,6,6,6,2,5,8,5,6,2,6,8,6,6,3,1,2,0,2,2,2,6,3.85714285714286,2.71428571428571,4.19047619047619
1103,"2/7/2023","en","game",1,"1",0,"0",48,"1","1",3,15,20,"b","wealthy","wealthy","artistic","artistic","kind","kind","moral","sex","moral","moral","pathogen","sex",5,5,6,6,2,3,4,4,5,5,5,3,5,4,2,3,5,5,2,2,6,6,6,7,8,6,6,7,7,6,6,2,2,0,2,3,1,2,4.28571428571429,4.28571428571429,3.85714285714286,4.14285714285714
1104,"12/30/2022","pl","AB12",1,"0",5,"0",22,"1","0",0,NA,NA,"a","sexy","sexy","sexy","kind","sexy","artistic","moral","moral","sex","sex","moral","moral",1,1,5,4,0,0,0,0,0,4,0,5,4,0,1,4,2,1,1,0,0,11,2,10,7,9,11,6,6,6,6,1,1,4,0,4,0,2,2.57142857142857,1.71428571428571,0.428571428571429,1.57142857142857
1105,"12/17/2022","pl",NA,1,"0",1,"1",24,"1","0",0,NA,NA,"a","kind","wealthy","sexy","kind","sexy","sexy","moral","pathogen","moral","pathogen","sex","sex",3,4,5,4,0,1,5,1,5,5,2,4,3,4,4,3,6,4,4,1,2,7,9,8,5,4,6,7,8,6,7,0,2,3,1,2,2,2,3.85714285714286,3.57142857142857,2.57142857142857,3.33333333333333
1106,"3/29/2023","en",NA,1,"1",0,"0",34,"1","1",1,2,NA,"a","sexy","sexy","sexy","sexy","wealthy","sexy","sex","sex","sex","moral","moral","moral",3,4,6,4,3,3,2,2,6,4,4,4,3,2,6,4,3,4,4,3,5,6,4,8,4,2,3,5,8,4,5,0,0,5,1,3,0,3,3.42857142857143,4.85714285714286,3,3.76190476190476
1107,"3/21/2023","en","game",1,"1",3,"1",30,"0","0",0,NA,NA,"a","artistic","wealthy","artistic","kind","artistic","wealthy","moral","moral","sex","sex","sex","sex",1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,10,10,10,10,10,9,9,9,10,9,3,1,0,2,2,0,4,1.85714285714286,2.14285714285714,1.85714285714286,1.95238095238095
1108,"1/23/2023","pl","INSTAGRAM STUDY",1,"0",3,"0",18,"0","0",0,NA,NA,"b","kind","artistic","kind","wealthy","artistic","artistic","moral","moral","pathogen","sex","pathogen","sex",3,0,5,6,3,4,0,0,4,6,6,5,0,5,4,6,5,6,3,1,0,6,5,8,1,3,6,6,9,6,7,3,2,0,1,2,2,2,3.42857142857143,4,2.85714285714286,3.42857142857143
1109,"2/24/2023","en","game",1,"1",0,"0",30,"1","1",1,5,NA,"a","artistic","wealthy","artistic","sexy","kind","artistic","moral","moral","moral","moral","moral","moral",5,4,5,6,4,5,4,5,6,3,6,4,5,5,6,3,6,4,6,4,6,5,6,6,7,5,7,7,9,9,5,3,1,1,1,6,0,0,4.57142857142857,5.14285714285714,4.85714285714286,4.85714285714286
1110,"12/28/2022","pl","AB12",1,"1",0,"0",27,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","artistic","pathogen","sex","sex","moral","moral","sex",5,2,6,6,0,4,5,0,3,4,1,4,5,0,1,4,1,1,5,0,1,7,7,9,3,7,7,8,9,9,9,3,1,2,0,2,1,3,4.85714285714286,2.85714285714286,0.571428571428571,2.76190476190476
1111,"1/9/2023","pl","KG0902",1,"0",0,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","kind","kind","sexy","artistic","moral","pathogen","sex","moral","sex","sex",2,5,5,5,0,2,1,3,5,6,0,6,4,1,4,0,5,6,4,0,6,6,7,6,9,5,7,10,7,9,10,2,2,1,1,2,1,3,3.14285714285714,4.85714285714286,2,3.33333333333333
1112,"2/5/2023","pl","AB12",1,"0",0,"1",25,"0","0",0,NA,NA,"b","artistic","artistic","kind","artistic","sexy","sexy","pathogen","sex","moral","moral","moral","moral",4,6,5,5,3,4,3,5,5,6,5,4,5,6,4,5,6,6,5,5,4,2,6,10,6,7,6,7,8,7,8,3,1,2,0,4,1,1,4.71428571428571,4.57142857142857,5.14285714285714,4.80952380952381
1113,"1/8/2023","pl","KG0902",1,"0",2,"1",24,"0","0",0,NA,NA,"a","kind","wealthy","artistic","artistic","artistic","artistic","pathogen","sex","moral","pathogen","sex","sex",2,3,4,4,3,2,1,1,3,2,4,2,3,4,3,4,5,3,3,5,5,1,7,6,4,6,6,8,8,7,7,4,1,0,1,1,2,3,2.71428571428571,3.14285714285714,3.57142857142857,3.14285714285714
1115,"2/12/2023","pl",NA,1,"1",6,"1",21,"0","0",0,NA,NA,"b","sexy","sexy","sexy","artistic","sexy","artistic","sex","moral","pathogen","moral","sex","moral",1,3,5,3,1,4,1,0,5,3,5,6,0,0,0,0,0,6,4,1,5,8,8,6,4,4,8,8,7,7,7,2,0,4,0,3,1,2,1.71428571428571,4.42857142857143,1.42857142857143,2.52380952380952
1116,"3/14/2023","en",NA,1,"1",3,"0",25,"0","0",0,NA,NA,"a","artistic","wealthy","kind","artistic","wealthy","wealthy","pathogen","sex","moral","pathogen","pathogen","moral",4,2,3,3,2,5,2,3,3,4,3,1,4,3,5,3,3,4,3,4,5,5,7,4,3,4,5,5,7,5,10,2,1,0,3,2,3,1,3.28571428571429,3.71428571428571,2.85714285714286,3.28571428571429
1118,"2/13/2023","pl",NA,1,"0",0,"1",19,"0","0",0,NA,NA,"a","wealthy",NA,"artistic","wealthy","wealthy","artistic","moral","sex","pathogen","moral","moral","moral",0,6,5,3,4,1,1,5,4,3,6,4,2,3,3,3,5,5,4,6,1,8,9,10,8,5,6,6,9,8,8,NA,NA,NA,NA,4,1,1,2.28571428571429,3.28571428571429,5,3.52380952380952
1119,"3/21/2023","en","game",1,"1",3,"1",30,"0","0",0,NA,NA,"b","kind","artistic","sexy","kind","wealthy","sexy","pathogen","pathogen","moral","moral","sex","sex",1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,9,10,10,10,10,10,10,10,10,10,1,2,2,1,2,2,2,1.85714285714286,2.14285714285714,1.85714285714286,1.95238095238095
1121,"12/28/2022","pl","AB12",1,"0",0,"1",25,"1","0",0,NA,NA,"b","artistic","sexy","artistic","kind","sexy","artistic","moral","sex","moral","pathogen","moral","sex",2,3,2,4,0,6,0,0,2,6,2,2,0,0,3,1,2,4,0,0,6,5,11,9,2,6,6,9,11,8,11,3,1,2,0,3,1,2,1.85714285714286,3.57142857142857,1,2.14285714285714
1122,"12/17/2022","pl",NA,1,"1",1,"0",26,"1","0",0,NA,NA,"a","artistic",NA,"artistic","sexy","artistic","artistic","sex","sex","sex","moral","sex","sex",6,1,6,6,0,5,2,0,2,5,2,4,6,1,3,5,0,1,6,1,0,3,7,6,6,8,4,8,8,8,9,NA,NA,NA,NA,1,0,5,5.14285714285714,3,0.714285714285714,2.95238095238095
1125,"1/28/2023","pl",NA,1,"0",3,"1",21,"1","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","artistic","artistic","pathogen","moral","sex","pathogen","moral","moral",1,4,5,5,0,2,0,0,2,6,6,2,5,0,2,3,6,6,5,0,6,11,6,10,7,6,10,6,9,7,6,5,0,0,1,3,2,1,3.57142857142857,3.57142857142857,2.28571428571429,3.14285714285714
1127,"12/28/2022","pl","AB12",1,"0",0,"1",26,"1","0",0,NA,NA,"b","sexy","wealthy","sexy","sexy","sexy","sexy","sex","sex","moral","pathogen","moral","sex",4,3,5,6,0,1,2,2,3,5,4,4,3,0,1,4,5,3,4,0,3,1,4,8,6,5,3,7,10,8,7,0,0,5,1,2,1,3,4,2.85714285714286,2,2.95238095238095
1128,"12/17/2022","pl",NA,1,"0",3,"0",25,"0","0",0,NA,NA,"b","artistic","wealthy","artistic","artistic","wealthy","kind","moral","sex","pathogen","pathogen","moral","moral",3,1,5,5,3,3,1,0,3,5,5,3,2,0,4,3,4,0,3,2,2,3,7,8,7,5,6,7,8,10,7,3,1,0,2,3,2,1,3.14285714285714,2.85714285714286,2.14285714285714,2.71428571428571
1129,"2/4/2023","pl","AB12",1,"1",0,"0",23,"1","0",0,NA,NA,"a","sexy","sexy","kind","wealthy","kind","sexy","pathogen","sex","pathogen","sex","moral","sex",4,4,4,5,2,4,2,2,5,5,5,4,4,2,4,4,3,4,3,3,5,5,9,6,9,5,11,8,6,5,9,0,2,3,1,1,2,3,3.85714285714286,4.28571428571429,3,3.71428571428571
1131,"3/21/2023","en",NA,1,"1",0,"0",61,"1","1",2,17,23,"a","artistic","wealthy","kind","artistic","wealthy","kind","moral","sex","pathogen","pathogen","moral","sex",5,6,1,6,0,1,3,0,2,4,1,5,5,0,2,4,5,2,1,0,1,7,6,9,6,6,9,7,8,6,6,2,2,0,2,2,2,2,4,2,1.71428571428571,2.57142857142857
1132,"2/24/2023","en","game",1,"0",0,"1",40,"0","0",0,NA,NA,"b","kind","wealthy","kind","artistic","artistic","kind","pathogen","sex","pathogen","moral","pathogen","pathogen",3,5,5,4,2,2,3,2,3,4,4,2,4,2,3,4,4,3,4,1,5,8,4,8,6,4,6,6,7,6,6,2,3,0,1,1,4,1,3.71428571428571,3.28571428571429,2.85714285714286,3.28571428571429
1133,"2/6/2023","en",NA,1,"1",0,"0",29,"0","0",0,NA,NA,"a","artistic","sexy","sexy","artistic","artistic","artistic","moral","moral","sex","pathogen","pathogen","pathogen",5,5,5,5,2,2,3,2,1,3,3,3,4,2,2,2,4,2,3,2,4,8,9,10,8,9,9,9,9,9,7,4,0,2,0,2,3,1,3.57142857142857,2.71428571428571,2.85714285714286,3.04761904761905
1134,"12/16/2022","pl",NA,1,"0",1,"1",26,"1","0",0,NA,NA,"b","artistic",NA,"wealthy","artistic","wealthy","kind","pathogen","moral","moral","sex","moral","moral",5,2,2,6,0,4,1,0,2,5,3,2,5,2,2,3,5,2,5,2,2,6,9,8,6,9,6,10,10,6,9,NA,NA,NA,NA,4,1,1,4.28571428571429,2.28571428571429,2,2.85714285714286
1135,"1/22/2023","pl","AB12",1,"0",2,"1",23,"1","0",0,NA,NA,"a","sexy","wealthy","artistic","artistic","artistic","sexy","sex","moral","sex","pathogen","sex","sex",6,1,6,6,0,4,1,1,6,6,5,5,3,0,6,5,5,4,5,1,6,6,8,8,6,8,6,8,9,8,8,3,0,2,1,1,1,4,4.57142857142857,5.28571428571429,1.85714285714286,3.9047619047619
1136,"12/29/2022","pl","AB-12",1,"0",1,"1",21,"1","0",0,NA,NA,"b","kind","kind","artistic","artistic","wealthy","artistic","moral","sex","pathogen","moral","pathogen","sex",4,4,2,6,1,3,0,0,2,2,5,2,1,0,4,1,6,6,3,0,2,9,6,7,7,6,6,7,7,7,7,3,2,0,1,2,2,2,2.42857142857143,3,2.28571428571429,2.57142857142857
1137,"12/16/2022","pl",NA,1,"0",0,"1",30,"1","1",1,1,NA,"b","artistic","sexy","artistic","kind","kind","kind","moral","moral","sex","moral","moral","moral",2,3,0,5,0,4,5,1,5,5,3,1,1,0,5,2,3,3,4,5,5,5,7,5,6,8,6,8,8,7,9,2,3,1,0,5,0,1,3.42857142857143,3.28571428571429,2.14285714285714,2.95238095238095
1139,"2/24/2023","en","game",1,"1",0,"0",31,"1","0",0,NA,NA,"b","wealthy","wealthy","sexy","sexy","artistic","sexy","moral","sex","pathogen","moral","moral","sex",1,4,6,2,4,6,0,0,3,0,1,3,0,0,6,0,0,0,0,0,0,9,10,11,9,9,10,11,11,7,7,1,0,3,2,3,1,2,0.428571428571429,3.42857142857143,1.28571428571429,1.71428571428571
1140,"2/11/2023","pl",NA,1,"1",0,"0",26,"0","0",0,NA,NA,"b","sexy","sexy","sexy","artistic","wealthy","sexy","moral","sex","pathogen","pathogen","moral","pathogen",3,2,1,4,4,2,4,4,1,6,1,1,5,6,1,3,1,1,5,6,3,7,6,10,7,8,8,8,8,8,4,1,0,4,1,2,3,1,4.28571428571429,1.42857142857143,3.42857142857143,3.04761904761905
1141,"1/28/2023","pl","KG0902",1,"1",0,"0",26,"1","0",0,NA,NA,"b","sexy","sexy","artistic","artistic","kind","sexy","sex","sex","moral","moral","moral","sex",4,2,5,5,1,5,1,1,4,5,1,5,2,3,4,2,1,2,2,1,5,8,7,7,9,6,8,10,8,10,6,2,1,3,0,3,0,3,3,4.28571428571429,1.42857142857143,2.9047619047619
